title,textlist
Brats,"['ikke', 'at', 'forveksle', 'med', 'bratz', 'brats', 'var', 'et', 'centralt', 'punkmetalband', 'på', 'den', 'danske', 'musikscene', 'bandet', 'blev', 'dannet', 'i', 'københavn', 'i', 'maj', 'af', 'sangeren', 'franz', 'de', 'zaster', 'michael', 'gorm', 'christiansen', 'sen', 'i', 'pubescent', 'hysteria', 'supportzv', 'group', 'og', 'no', 'fun', 'trommeslager', 'eddie', 'haircut', 'milan', 'balsgaard', 'også', 'i', 'elektrochok', 'og', 'sen', 'i', 'monomania', 'guitarist', 'hank', 'de', 'wank', 'sen', 'hank', 'shermann', 'opr', 'ren', 'krolmark', 'og', 'bassist', 'mickey', 'rat', 'michael', 'hillerup', 'sen', 'i', 'pinups', 'mickey', 'rat', 'og', 'hank', 'de', 'wank', 'havde', 'spillet', 'sammen', 'igennem', 'et', 'lille', 'års', 'tid', 'mickey', 'rat', 'var', 'en', 'flittig', 'gæst', 'til', 'koncerter', 'i', 'saltlageret', 'og', 'rockmaskinen', 'og', 'kom', 'derved', 'i', 'kontakt', 'med', 'folkene', 'omkring', 'den', 'danske', 'punkscenes', 'helt', 'spæde', 'start', 'sods', 'etc', 'på', 'den', 'måde', 'kom', 'han', 'til', 'at', 'lære', 'eddie', 'haircut', 'og', 'franz', 'de', 'zaster', 'at', 'kende', 'som', 'kom', 'med', 'i', 'bandet', 'eddie', 'haircut', 'var', 'på', 'det', 'tidspunkt', 'allerede', 'en', 'ferm', 'trommeslager', 'hvorimod', 'franz', 'de', 'zaster', 'endnu', 'ikke', 'havde', 'prøvet', 'kræfter', 'med', 'musikken', 'brats', 'livedebuterede', 'juli', 'og', 'spillede', 'bla', 'til', 'den', 'første', 'større', 'punkkoncert', 'i', 'danmark', 'concert', 'of', 'the', 'day', 'i', 'brumleby', 'til', 'en', 'lang', 'række', 'koncerter', 'i', 'saltlageret', 'samt', 'i', 'huset', 'i', 'århus', 'november', 'til', 'arrangementet', 'pære', 'punk', 'sammen', 'med', 'sods', 'no', 'knox', 'klich', 'lost', 'kids', 'og', 'dream', 'police', 'denne', 'version', 'af', 'brats', 'kan', 'høres', 'med', 'sangene', 'dreams', 'i', 'do', 'what', 'i', 'wanna', 'do', 'og', 'magazine', 'på', 'lpen', 'pære', 'punk', 'kong', 'pære', 'kplp', 'fra', 'labelet', 'kong', 'pære', 'var', 'et', 'underlabel', 'til', 'pladeselskabet', 'medley', 'bassist', 'mickey', 'rat', 'forlod', 'bandet', 'øjensynligt', 'efter', 'musikalske', 'uoverensstemmelser', 'med', 'hans', 'ven', 'hank', 'de', 'wank', 'og', 'startede', 'det', 'mere', 'the', 'jamthe', 'vapors', 'inspirerede', 'punkband', 'raven', 'sen', 'pinups', 'ind', 'kom', 'en', 'forholdsvis', 'kort', 'overgang', 'i', 'stedet', 'sniff', 'høkerberg', 'sen', 'i', 'support', 'og', 'monomania', 'på', 'bas']"
Chainsaw Eaters,"['der', 'er', 'for', 'få', 'eller', 'ingen', 'kildehenvisninger', 'i', 'denne', 'artikel', 'hvilket', 'er', 'et', 'problem', 'du', 'kan', 'hjælpe', 'ved', 'at', 'angive', 'troværdige', 'kilder', 'til', 'de', 'påstande', 'som', 'fremføres', 'i', 'artiklen', 'chainsaw', 'eaters', 'er', 'en', 'dansk', 'postpunkduo', 'der', 'blev', 'dannet', 'i', 'den', 'består', 'af', 'forsangeren', 'kim', 'wolf', 'andersen', 'der', 'også', 'spiller', 'synthesizer', 'og', 'lars', 'buch', 'laursen', 'på', 'trommer', 'chainsaw', 'eaters', 'er', 'inspireret', 'af', 'danske', 'bands', 'som', 'bla', 'sods', 'ballet', 'mcanique', 'og', 'before', 'og', 'udenlanske', 'bands', 'som', 'joy', 'division', 'new', 'order', 'daf', 'og', 'the', 'curekilde', 'mangler', 'bandet', 'har', 'spillet', 'på', 'bla', 'warehouse', 'club', 'faust', 'ddsmaskinen', 'spektakel', 'bumzen', 'drone', 'studenterhuset', 'loppen', 'rust', 'og', 'huset', 'i', 'magstræde', 'bla', 'til', 'a', 'scream', 'in', 'the', 'dark', 'festivalen', 'samt', 'rundt', 'om', 'i', 'danmark', 'chainsaw', 'eaters', 'var', 'fra', 'marts', 'på', 'en', 'europaturn', 'der', 'omfattede', 'danmark', 'tyskland', 'frankrig', 'belgien', 'schweiz', 'polen', 'og', 'tjekkiet', 'sammen', 'med', 'postpunk', 'bandet', 'the', 'city', 'kill']"
City Roots,"['city', 'roots', 'var', 'et', 'dansk', 'punkband', 'der', 'efter', 'en', 'forholdsvis', 'kort', 'levetid', 'slog', 'sig', 'sammen', 'med', 'punkbandet', 'youx', 'og', 'dannede', 'det', 'legendariske', 'danske', 'hardcore', 'punkband', 'cityx', 'det', 'lader', 'til', 'at', 'city', 'roots', 'debuterede', 'på', 'trekanten', 'på', 'refshalevej', 'i', 'københavn', 'den', 'september', 'hvor', 'de', 'spillede', 'sammen', 'med', 'bla', 'sods', 'bollocks', 'prgelknaben', 'og', 'dday', 'bandet', 'spillede', 'bla', 'til', 'concert', 'of', 'the', 'moment', 'den', 'november', 'og', 'medvirker', 'på', 'concert', 'of', 'the', 'moment', 'lpen', 'fra', 'med', 'numrene', 'city', 'roots', 'blow', 'on', 'the', 'future', 'og', 'all', 'of', 'us', 'city', 'roots', 'bestod', 'bla', 'af', 'gert', 'oestrich', 'trommer', 'og', 'søren', 'henriksen']"
City-X,"['cityx', 'var', 'et', 'dansk', 'punkband', 'der', 'var', 'aktivt', 'i', 'men', 'som', 'har', 'spillet', 'en', 'række', 'revivalkoncerter', 'siden', 'bandet', 'blev', 'dannet', 'i', 'forbindelse', 'med', 'punkkoncerten', 'concert', 'of', 'the', 'moment', 'der', 'blev', 'afviklet', 'i', 'saltlageret', 'i', 'københavn', 'den', 'november', 'ved', 'koncerten', 'spillede', 'de', 'to', 'bands', 'city', 'roots', 'og', 'youx', 'der', 'i', 'tilknytning', 'til', 'koncerten', 'gik', 'sammen', 'om', 'det', 'nye', 'band', 'cityx', 'optagelser', 'med', 'city', 'roots', 'og', 'youx', 'er', 'medtaget', 'på', 'albummet', 'concert', 'of', 'the', 'moment', 'som', 'cityx', 'debuterede', 'gruppen', 'i', 'med', 'singlen', 'ude', 'af', 'drift', 'på', 'selskabet', 'irmgardz', 'gruppens', 'tekster', 'der', 'hovedsageligt', 'var', 'på', 'dansk', 'var', 'som', 'oftest', 'drevet', 'af', 'en', 'stærk', 'indignation', 'overfor', 'samfundets', 'behandling', 'af', 'de', 'svageste', 'og', 'mest', 'udsatte', 'grupper', 'gruppen', 'havde', 'derfor', 'også', 'en', 'ret', 'stor', 'tilknytning', 'til', 'miljøet', 'omkring', 'ungdomshuset', 'på', 'jagtvej', 'fra', 'husets', 'start', 'i', 'da', 'miljøet', 'blev', 'betegnet', 'som', 'bz', 'miljøet', 'på', 'den', 'tidligste', 'danske', 'punkscene', 'var', 'cityx', 'nok', 'det', 'mest', 'hardcore', 'punk', 'inspirerede', 'band', 'hardcore', 'punk', 'er', 'en', 'undergenre', 'til', 'punk', 'rocken', 'genren', 'opstod', 'i', 'usa', 'og', 'havde', 'sit', 'gennembrud', 'i', 'ca', 'med', 'bands', 'som', 'bla', 'black', 'flag', 'og', 'dead', 'kennedys', 'hardcore', 'punken', 'var', 'også', 'fortrinsvis', 'den', 'genre', 'der', 'levede', 'videre', 'i', 'ungdomshuset', 'efter', 'den', 'første', 'samtidige', 'bølge', 'af', 'punk', 'var', 'slut', 'cityx', 'spillede', 'bla', 'opvarmning', 'for', 'stiff', 'little', 'fingers', 'i', 'og', 'dead', 'kennedys', 'i', 'samt', 'på', 'roskilde', 'festival', 'i', 'efter', 'opløsningen', 'i', 'har', 'bandet', 'spillet', 'adskillige', 'revivalkoncerter', 'gruppen', 'der', 'udsprang', 'fra', 'rødovre', 'bestod', 'af', 'hanseqrt', 'hans', 'kurt', 'fauerby', 'på', 'vokalguitar', 'fra', 'youx', 'larry', 'green', 'lars', 'grønning', 'på', 'bas', 'spillede', 'trommer', 'i', 'youx', 'og', 'gert', 'oestrich', 'på', 'trommer', 'fra', 'city', 'roots']"
The Clochards,"['the', 'clochards', 'dansk', 'punkgruppe', 'fra', 'tilst', 'i', 'århus', 'fra', 'bestod', 'af', 'johnny', 'concrete', 'vokal', 'og', 'trommer', 'jesper', 'brinck', 'guitar', 'bjørn', 'hofmann', 'guitar', 'bas', 'og', 'vokal', 'efter', 'punkgruppen', 'dream', 'polices', 'opløsning', 'i', 'september', 'i', 'dannede', 'johnny', 'concrete', 'the', 'clochards', 'med', 'venner', 'der', 'gik', 'på', 'langkær', 'gymnasium', 'i', 'tilst', 'løst', 'tilknyttet', 'var', 'lars', 'kabel', 'og', 'claus', 'buldermave', 'tidligere', 'medlem', 'af', 'dream', 'police', 'navnet', 'clochards', 'kommer', 'af', 'det', 'franske', 'ord', 'for', 'vagabonder', 'der', 'sover', 'under', 'seinens', 'broer', 'i', 'paris', 'gruppen', 'spillede', 'især', 'på', 'tagskægget', 'i', 'århus', 'i', 'indspillede', 'gruppen', 'en', 'demo', 'i', 'det', 'lokale', 'luna', 'studio', 'med', 'kim', 'bækgaard', 'som', 'producer', 'februar', 'spillede', 'gruppen', 'i', 'den', 'endages', 'punkfestival', 'rock', 'mod', 'profitten', 'i', 'stakladen', 'i', 'århus', 'punkgrupper', 'fra', 'både', 'århus', 'og', 'københavn', 'var', 'samlet', 'men', 'det', 'var', 'medlemmer', 'af', 'rockergruppen', 'the', 'tornadoes', 'også', 'under', 'the', 'clochards', 'optræden', 'kom', 'til', 'slagsmål', 'mellem', 'rockergruppen', 'og', 'punkerne', 'og', 'politiet', 'blev', 'tilkaldt', 'mange', 'blev', 'anholdt', 'deriblandt', 'johnny', 'concrete', 'og', 'gæster', 'blev', 'vist', 'bort', 'fra', 'stedet', 'episoden', 'blev', 'senere', 'kendt', 'i', 'århus', 'punkmiljø', 'som', 'staklade', 'massakren', 'følgen', 'var', 'at', 'the', 'clochards', 'blev', 'bandlyst', 'fra', 'de', 'lokale', 'spillesteder', 'gruppen', 'fik', 'dog', 'mulighed', 'for', 'at', 'spille', 'enkelte', 'steder', 'under', 'pseudonymet', 'aalborg', 'portland', 'det', 'var', 'også', 'meningen', 'at', 'gruppen', 'skulle', 'have', 'spillet', 'ved', 'randerss', 'første', 'punkkoncert', 'sammen', 'med', 'andre', 'bands', 'såsom', 'gylle', 'og', 'the', 'zero', 'point', 'men', 'undervejs', 'til', 'randers', 'fik', 'gruppen', 'lidt', 'for', 'meget', 'at', 'drikke', 'og', 'de', 'blev', 'anholdt', 'ved', 'ankomsten', 'til', 'randers', 'i', 'april', 'blev', 'gruppen', 'inviteret', 'til', 'at', 'indspille', 'i', 'gnagss', 'studie', 'feedback', 'af', 'frontmanden', 'for', 'gnags', 'peter', 'ag', 'nielsen', 'peter', 'ag', 'sad', 'selv', 'bag', 'mixerpulten', 'ved', 'optagelserne', 'selve', 'masterbåndet', 'til', 'optagelserne', 'blev', 'aldrig', 'udgivet', 'og', 'senere', 'slettet', 'men', 'kassettebåndskopier', 'florerede', 'i', 'det', 'århusianske', 'punkmiljø', 'en', 'af', 'disse', 'blev', 'ved', 'hjælp', 'af', 'moderne', 'redigeringsteknikker', 'afpudset', 'og', 'brugt', 'som', 'master', 'til', 'udgivelsen', 'af', 'optagelserne', 'der', 'blev', 'til', 'kritikken', 'ep', 'gruppen', 'spillede', 'sin', 'sidste', 'koncert', 'i', 'koncertmaskinen', 'maj', 'bjørn', 'hofmann', 'og', 'johnny', 'concrete', 'spillede', 'en', 'kort', 'tid', 'sammen', 'i', 'bandet', 'deformed', 'derefter', 'senere', 'gendannede', 'johnny', 'concrete', 'dream', 'police']"
Cola Freaks,"['cola', 'freaks', 'er', 'et', 'århusiansk', 'punkrock', 'new', 'wave', 'band', 'bandet', 'blev', 'dannet', 'i', 'slutningen', 'af', 'med', 'tidligere', 'medlemmer', 'af', 'bands', 'som', 'tæve', 'og', 'rotter', 'musikken', 'er', 'inspireret', 'af', 'punk', 'og', 'newwave', 'teksterne', 'er', 'på', 'dansk', 'bandet', 'er', 'opkaldt', 'efter', 'en', 'sang', 'af', 'det', 'danske', 'punk', 'band', 'lost', 'kids', 'medlemmerne', 'i', 'cola', 'freaks', 'spiller', 'sideløbende', 'i', 'bands', 'som', 'the', 'johns', 'og', 'rotter', 'mfl', 'deres', 'debut', 'udkom', 'i', 'sommeren', 'på', 'det', 'danske', 'selskab', 'hjernespind', 'i', 'forholdsvis', 'blå', 'hvid', 'og', 'sort', 'farvet', 'vinyl', 'oplaget', 'på', 'eksemplarer', 'blev', 'hurtigt', 'udsolgt', 'og', 'hjernespind', 'har', 'siden', 'lavet', 'flere', 'genoptryk', 'i', 'august', 'drog', 'de', 'til', 'usa', 'på', 'en', 'imponerende', 'to', 'måneder', 'lang', 'turn', 'der', 'dækkede', 'stater', 'i', 'alt', 'på', 'daværende', 'tidspunkt', 'havde', 'bandet', 'eksisteret', 'i', 'mindre', 'end', 'et', 'år', 'og', 'kun', 'udgivet', 'en', 'enkelt', 'ep', 'hjernespind', 'udgav', 'deres', 'anden', 'ep', 'i', 'maj', 'med', 'de', 'sange', 'cola', 'freaks', 'optog', 'på', 'deres', 'usa', 'turne', 'i', 'memphis', 'med', 'alicja', 'trout', 'river', 'city', 'tanlines', 'lost', 'sounds', 'bag', 'mixerpulten', 'udover', 'de', 'to', 'har', 'cola', 'freaks', 'udgivet', 'en', 'på', 'det', 'amerikanske', 'selskab', 'local', 'cross', 'som', 'blev', 'udgivet', 'i', 'juli', 'som', 'pladeselskabets', 'første', 'udgivelse', 'senere', 'i', 'udkom', 'der', 'en', 'split', 'single', 'med', 'det', 'amerikanske', 'band', 'autistic', 'youth', 'på', 'blackwater', 'records', 'sangene', 'fra', 'denne', 'single', 'optog', 'cola', 'freaks', 'i', 'memphis', 'med', 'jay', 'reatard', 'bag', 'knapperne', 'i', 'sensommeren', 'tog', 'bandet', 'igen', 'på', 'turn', 'i', 'usa', 'denne', 'gang', 'som', 'opvarmningsband', 'for', 'jay', 'reatard', 'cola', 'freaks', 'spillede', 'på', 'roskilde', 'festival', 'i', 'herudover', 'deltog', 'de', 'i', 'den', 'alternative', 'musikfestival', 'a', 'scream', 'in', 'the', 'dark', 'der', 'blev', 'afholdt', 'i', 'huset', 'i', 'magstræde', 'og', 'medvirker', 'på', 'den', 'efterfølgende', 'vinyludgivelse', 'med', 'nummeret', 'dødt', 'batteri', 'rygterne', 'siger', 'at', 'der', 'i', 'vil', 'komme', 'en', 'lp', 'på', 'hjernespind']"
Dream Police,"['dream', 'police', 'dansk', 'punkgruppe', 'fra', 'århus', 'dannet', 'december', 'i', 'et', 'kælderrum', 'under', 'byggeriet', 'langkærparken', 'ved', 'tilst', 'bandets', 'oprindelige', 'medlemmer', 'johnny', 'concrete', 'vokal', 'jan', 'schriver', 'guitar', 'se', 'frog', 'bas', 'og', 'claus', 'buldermave', 'trommer', 'kunne', 'enes', 'om', 'at', 'musikgenren', 'skulle', 'være', 'hård', 'rock', 'men', 'om', 'den', 'primære', 'inspirationskilde', 'skulle', 'være', 'heavy', 'metal', 'i', 'stil', 'med', 'black', 'sabbath', 'eller', 'uriah', 'heep', 'eller', 'tidlig', 'punk', 'i', 'stil', 'med', 'the', 'stooges', 'mc', 'og', 'the', 'dictators', 'var', 'der', 'lidt', 'tvivl', 'om', 'denne', 'tvivl', 'forsvandt', 'snart', 'da', 'gruppens', 'medlemmer', 'opdagede', 'punken', 'i', 'form', 'af', 'andre', 'århusianske', 'bands', 'såsom', 'lost', 'kids', 'og', 'klich', 'som', 'videreførte', 'den', 'engelske', 'punk', 'bandets', 'navn', 'var', 'dog', 'fastlagt', 'fra', 'starten', 'af', 'forsangeren', 'johnny', 'concrete', 'han', 'havde', 'det', 'på', 'tungen', 'og', 'fandt', 'det', 'sejt', 'men', 'kunne', 'ikke', 'præcisere', 'hvorfra', 'han', 'havde', 'det', 'ved', 'senere', 'efterforskning', 'fandt', 'de', 'ud', 'af', 'at', 'han', 'havde', 'det', 'fra', 'et', 'opslag', 'i', 'politikens', 'rock', 'leksikon', 'det', 'var', 'navnet', 'på', 'alex', 'harvey', 'bands', 'tidligere', 'inkarnation']"
Elektrochok (band),"['elektrochok', 'var', 't', 'af', 'de', 'første', 'danske', 'punkbands', 'på', 'den', 'tidligste', 'danske', 'punkscene', 'bandet', 'spillede', 'som', 'oftest', 'sammen', 'med', 'sods', 'og', 'var', 'mest', 'aktive', 'i', 'elektrochok', 'debuterede', 'på', 'månefiskeren', 'den', 'maj', 'hvor', 'de', 'spillede', 'sammen', 'med', 'sods', 'og', 'no', 'knox', 'bandet', 'ser', 'ud', 'til', 'at', 'have', 'spillet', 'deres', 'sidste', 'koncert', 'i', 'forbindelse', 'med', 'en', 'støttefest', 'for', 'aso', 'på', 'spillestedet', 'operaen', 'i', 'københavn', 'den', 'september', 'bandet', 'spillede', 'bla', 'til', 'den', 'første', 'større', 'punkkoncert', 'i', 'danmark', 'concert', 'of', 'the', 'day', 'den', 'september', 'elektrochok', 'medvirker', 'på', 'pære', 'punk', 'lpen', 'der', 'udkom', 'i', 'april', 'men', 'deltog', 'ikke', 'i', 'selve', 'pære', 'punkfestivalen', 'i', 'århus', 'i', 'november', 'blandt', 'bandmedlemmerne', 'var', 'sangerinde', 'vicious', 'decay', 'vicious', 'dk', 'annchristine', 'gløet', 'guitarist', 'joe', 'z', 'sen', 'repeat', 'bassist', 'lone', 'star', 'og', 'trommeslager', 'eddie', 'haircut', 'milan', 'balsgaard', 'også', 'i', 'brats', 'og', 'monomania', 'som', 'også', 'var', 'medarrangør', 'af', 'den', 'store', 'punkfestival', 'concert', 'of', 'the', 'moment', 'i', 'alice', 'wonderland', 'hans', 'henrik', 'gylov', 'erstattede', 'eddie', 'haircut', 'på', 'trommerne', 'da', 'elektrochok', 'havde', 'eksisteret', 'et', 'halvt', 'års', 'tid', 'og', 'eddie', 'haircut', 'fik', 'travlt', 'med', 'brats', 'det', 'er', 'således', 'alice', 'wonderland', 'der', 'gik', 'i', 'studiet', 'i', 'vestergade', 'og', 'spiller', 'trommer', 'på', 'de', 'to', 'numre', 'som', 'elektrochok', 'bidrog', 'med', 'på', 'pærepunk', 'alice', 'wonderland', 'var', 'efter', 'elektrochoks', 'opløsning', 'også', 'en', 'del', 'af', 'monomania']"
Even Dwarfs,"['even', 'dwarfs', 'nu', 'er', 'en', 'dansk', 'minimalistisk', 'punkrockpostpunk', 'duo', 'bestående', 'af', 'kim', 'wolf', 'andersen', 'leadvokal', 'guitar', 'også', 'i', 'chainsaw', 'eaters', 'og', 'tobias', 'bendixen', 'leadvokal', 'trommer', 'også', 'i', 'the', 'city', 'kill', 'bandet', 'selv', 'nævner', 'deres', 'inspirationer', 'med', 'forbogstavet', 'w', 'som', 'wipers', 'wire', 'waters', 'amp', 'werner', 'filminstruktørerne', 'john', 'waters', 'amp', 'werner', 'herzog', 'men', 'også', 'inspiration', 'fra', 'bla', 'det', 'danske', 'punkband', 'sods', 'er', 'evident', 'even', 'dwarfs', 'lyd', 'er', 'præget', 'af', 'rumklang', 'og', 'et', 'kraftigt', 'ekko', 'på', 'vokalerne', 'bandets', 'trommesæt', 'der', 'spilles', 'opretstående', 'er', 'helt', 'basic', 'lilletromme', 'gulvtam', 'og', 'bækken', 'og', 'trommestilen', 'er', 'effektivt', 'simpel', 'og', 'enkel', 'i', 'sin', 'form', 'guitaren', 'er', 'postpunket', 'støjet', 'twanget', 'og', 'effektet', 'med', 'forvrænger', 'ekkorumklang', 'og', 'modulationseffekter', 'som', 'chorusflanger', 'musikstilen', 'er', 'energisk', 'ekspressiv', 'og', 'til', 'tider', 'desperationsfyldt', 'even', 'dwarfs', 'numre', 'har', 'titler', 'som', 'nuclear', 'generation', 'you', 'killed', 'me', 'first', 'closer', 'to', 'god', 'og', 'candyfuck', 'bandet', 'har', 'bla', 'spillet', 'sammen', 'med', 'bands', 'som', 'iceage', 'the', 'city', 'kill', 'bostx', 'medl', 'fra', 'sods', 'og', 'no', 'knox', 'pregnant', 'man', 'skurv', 'redflesh', 'farsarno', 'brothers', 'orphans', 'lover', 'us', 'og', 'pontiak', 'us', 'på', 'spillesteder', 'som', 'elværket', 'lades', 'warehouse', 'lygten', 'station', 'drone', 'christiania', 'mfl', 'even', 'dwarfs', 'bandnavnet', 'er', 'delvist', 'taget', 'fra', 'werner', 'herzogs', 'film', 'even', 'dwarfs', 'started', 'small', 'fra', 'bandet', 'debuterede', 'i', 'november']"
Gate Crashers,"['der', 'er', 'for', 'få', 'eller', 'ingen', 'kildehenvisninger', 'i', 'denne', 'artikel', 'hvilket', 'er', 'et', 'problem', 'du', 'kan', 'hjælpe', 'ved', 'at', 'angive', 'troværdige', 'kilder', 'til', 'de', 'påstande', 'som', 'fremføres', 'i', 'artiklen', 'gate', 'crashers', 'også', 'kendt', 'som', 'gatecrashers', 'var', 'et', 'dansk', 'punkband', 'der', 'eksisterede', 'fra', 'bandet', 'bestod', 'af', 'medlemmerne', 'ken', 'revoltaire', 'kenan', 'seeberg', 'vokal', 'martin', 'crash', 'accident', 'martin', 'lind', 'guitar', 'carsten', 'crewcut', 'ole', 'nyegaard', 'farfisa', 'peter', 'durup', 'bas', 'ole', 'dreyer', 'bas', 'torben', 'østergaard', 'trommer', 'henrik', 'halvor', 'trommer', 'løst', 'tilknyttet', 'hans', 'brydegaard', 'trommer', 'løst', 'tilknyttet', 'og', 'lene', 'aleine', 'stern', 'henrik', 'halvor', 'og', 'hans', 'brydegaard', 'spillede', 'trommer', 'til', 'de', 'fleste', 'af', 'koncerterne', 'omend', 'torben', 'østergaard', 'var', 'bandets', 'egentlige', 'trommeslager', 'bandet', 'spillede', 'bla', 'til', 'flere', 'punkkoncerter', 'concert', 'of', 'the', 'moment', 'nå', 'og', 'concerto', 'de', 'nobrainos', 'insanos', 'og', 'jævnligt', 'på', 'de', 'danske', 'punkarnesteder', 'rockmaskinen', 'saltlageret', 'og', 'huset', 'i', 'magstræde', 'gate', 'crashers', 'var', 'inspireret', 'af', 'bla', 'the', 'stranglers', 'og', 'the', 'doors', 't', 'af', 'gate', 'crashers', 'kendetegn', 'var', 'at', 'bandet', 'ofte', 'havde', 'fjernsyn', 'stående', 'på', 'scenen', 'med', 'en', 'økse', 'i', 'som', 'de', 'smadrede', 'under', 'stort', 'postyr', 'under', 'sangen', 'tv', 'and', 'radio', 'people', 'bandet', 'var', 'en', 'ret', 'aktiv', 'del', 'af', 'doityourselfbevægelsen', 'diy', 'bandet', 'udgav', 'selv', 'pladerne', 'arrangerede', 'ofte', 'selv', 'koncerterne', 'designede', 'selv', 'plakaterne', 'satte', 'dem', 'selv', 'op', 'i', 'byen', 'tit', 'med', 'ordensmagten', 'i', 'hælenekilde', 'mangler', 'og', 'udgav', 'selv', 'deres', 'egne', 'fanzines', 'sanger', 'kenan', 'seeberg', 'var', 'en', 'del', 'af', 'grundlæggerne', 'af', 'pladeselskabet', 'irmgardz', 'og', 'ole', 'dreyer', 'var', 'bla', 'senere', 'gennem', 'år', 'ansat', 'på', 'spillestedet', 'rust', 'i', 'københavn', 'som', 'han', 'også', 'var', 'med', 'til', 'at', 'starte']"
Gorilla Angreb,"['gorilla', 'angreb', 'var', 'et', 'københavnsk', 'punkband', 'gruppen', 'startede', 'i', 'år', 'fordi', 'hardcorepunkgruppen', 'amdi', 'petersens', 'arms', 'trommeslager', 'skralle', 'tog', 'nogle', 'måneder', 'til', 'usa', 'og', 'bandet', 'derfor', 'måtte', 'holde', 'en', 'lang', 'pause', 'peter', 'bonneman', 'og', 'tommas', 'banger', 'svendsen', 'fra', 'amdi', 'petersens', 'arm', 'startede', 'så', 'gorilla', 'angreb', 'med', 'mai', 'og', 'claus', 'peter', 'og', 'tommas', 'havde', 'egentlig', 'startet', 'gruppen', 'i', 'efteråret', 'som', 'et', 'fritidsband', 'men', 'fra', 'og', 'frem', 'blev', 'det', 'et', 'fuldtidsprojekt', 'i', 'blev', 'bassisten', 'claus', 'skiftet', 'ud', 'med', 'simon', 'retardo', 'som', 'på', 'det', 'tidspunkt', 'spillede', 'med', 'punkrock', 'rock', 'n', 'rollbandene', 'los', 'retardos', 'og', 'headfall', 'attitudes']"
Hjertestop (band),"['hjertestop', 'er', 'dannet', 'i', 'københavn', 'og', 'tilhørte', 'miljøet', 'omkring', 'ungdomshuset', 'bandet', 'består', 'af', 'tidligere', 'medlemmer', 'af', 'blandt', 'andet', 'incontrollados', 'død', 'ungdom', 'young', 'wasteners', 'sløseri', 'der', 'skader', 'os', 'alle', 'og', 'leathervein', 'med', 'flere', 'de', 'har', 'siden', 'turneret', 'stort', 'set', 'hele', 'europa', 'på', 'henholdsvis', 'mindre', 'turneer', 'og', 'store', 'lande', 'der', 'er', 'blevet', 'besøgt', 'er', 'bla', 'tyskland', 'holland', 'belgien', 'tjekkiet', 'østrig', 'schweitz', 'italien', 'frankrig', 'kroatien', 'grækenland', 'irland', 'sverige', 'finland', 'spanien', 'og', 'usa', 'hjertestop', 'har', 'udgivet', 'et', 'kasettebånd', 'og', 'en', 'på', 'det', 'københavnske', 'pladeselskab', 'kicknpunch', 'og', 'en', 'lp', 'på', 'hjernespind', 'records', 'og', 'no', 'way', 'records', 'i', 'henholdsvis', 'europa', 'og', 'usa', 'eren', 'er', 'siden', 'blevet', 'genoptrykt', 'adskillige', 'gange', 'senest', 'af', 'fashionable', 'idiots', 'records', 'usa', 'hjertestop', 'annoncerede', 'at', 'de', 'i', 'ville', 'turnere', 'bla', 'danmark', 'og', 'usa', 'samt', 'udgive', 'en', 'ny', 'plade']"
Lost Kids,"['lost', 'kids', 'var', 'en', 'århusiansk', 'punkgruppe', 'dannet', 'i', 'af', 'jan', 'jet', 'de', 'udgav', 'den', 'første', 'danske', 'punkplade', 'singlen', 'født', 'som', 'nul', 'i', 'december', 'de', 'udgav', 'derudover', 'singlerne', 'cola', 'freaks', 'du', 'kan', 'få', 'det', 'som', 'du', 'vil', 'positivparanoid', 'og', 'lperne', 'bla', 'bla', 'og', 'bla', 'bla', 'ii', 'og', 'medvirkede', 'endvidere', 'på', 'opsamlingspladerne', 'pære', 'punk', 'og', 'bloodstains', 'across', 'denmark', 'bandet', 'opløstes', 'i', 'der', 'har', 'været', 'en', 'større', 'gennemstrøm', 'af', 'medlemmer', 'i', 'lost', 'kids', 'og', 'blandt', 'andet', 'kate', 'svanholm', 'har', 'været', 'sangerinde', 'i', 'bandet', 'i', 'en', 'del', 'af', 'perioden', 'var', 'de', 'to', 'bands', 'lost', 'kids', 'og', 'sofamania', 'stort', 'set', 'overlappende', 'og', 'det', 'var', 'ikke', 'muligt', 'at', 'booke', 'det', 'ene', 'orkester', 'til', 'en', 'gymnasiekoncert', 'uden', 'at', 'booke', 'det', 'andet', 'lost', 'kids', 'er', 'siden', 'genopstået', 'med', 'bandmedlemmerne', 'jan', 'jet', 'vokal', 'kasper', 'bass', 'henrik', 'trommer', 'bent', 'guitar', 'lisbeth', 'vokalguitar', 'mek', 'pek', 'bas']"
